Average electricity cost assumption: 0.1 USD/kWh,,,,,,
Date and Time,"power MIN, GW","power GUESS, GW","power MAX, GW","annualised consumption MIN, TWh","annualised consumption GUESS, TWh","annualised consumption MAX, TWh"
2018-02-22T00:00:00,0.5054,1.06,4.6516,4.4304,9.2921,40.7756
2018-02-23T00:00:00,0.5045,1.0581,4.6431,4.4224,9.2752,40.7015
2018-02-24T00:00:00,0.5022,1.0534,4.6224,4.4026,9.2339,40.5201
2018-02-25T00:00:00,0.5029,1.0548,4.6286,4.4086,9.2463,40.5747
2018-02-26T00:00:00,0.503,1.055,4.6295,4.4094,9.248,40.582
2018-02-27T00:00:00,0.5047,1.0586,4.6455,4.4246,9.2799,40.7221
2018-02-28T00:00:00,0.5087,1.067,4.6822,4.4596,9.3534,41.0445
2018-03-01T00:00:00,0.5118,1.0733,4.71,4.4861,9.4089,41.2883
2018-03-02T00:00:00,0.5141,1.0782,4.7314,4.5064,9.4516,41.4755
2018-03-03T00:00:00,0.5205,1.0918,4.7908,4.563,9.5703,41.9963
2018-03-04T00:00:00,0.5219,1.0946,4.8034,4.575,9.5954,42.1065
2018-03-05T00:00:00,0.5255,1.1021,4.8363,4.6063,9.6611,42.3949
2018-03-06T00:00:00,0.5292,1.1099,4.8704,4.6388,9.7293,42.694
2018-03-07T00:00:00,0.5329,1.1176,4.9043,4.6711,9.7969,42.9908
2018-03-08T00:00:00,0.5358,1.1238,4.9315,4.697,9.8512,43.2292
2018-03-09T00:00:00,0.5377,1.1277,4.9486,4.7133,9.8854,43.3792
2018-03-10T00:00:00,0.5364,1.125,4.9368,4.7021,9.8619,43.276
2018-03-11T00:00:00,0.5376,1.1275,4.9476,4.7124,9.8835,43.3707
2018-03-12T00:00:00,0.5381,1.1287,4.9528,4.7174,9.8939,43.4166
2018-03-13T00:00:00,0.5392,1.1309,4.9625,4.7266,9.9133,43.5014
2018-03-14T00:00:00,0.5368,1.1259,4.9408,4.7059,9.8698,43.3108
2018-03-15T00:00:00,0.5353,1.1228,4.9269,4.6927,9.8422,43.1894
2018-03-16T00:00:00,0.5385,1.1294,4.9559,4.7202,9.9,43.443
2018-03-17T00:00:00,0.5403,1.1331,4.9723,4.7359,9.9329,43.5876
2018-03-18T00:00:00,0.5428,1.1384,4.9956,4.7581,9.9794,43.7914
2018-03-19T00:00:00,0.5469,1.1471,5.0335,4.7942,10.0551,44.1237
2018-03-20T00:00:00,0.5507,1.155,5.0684,4.8275,10.1249,44.43
2018-03-21T00:00:00,0.555,1.1639,5.1076,4.8648,10.2031,44.7734
2018-03-22T00:00:00,0.5583,1.1709,5.1382,4.8939,10.2643,45.0417
2018-03-23T00:00:00,0.5592,1.1728,5.1466,4.9019,10.2811,45.1154
2018-03-24T00:00:00,0.5608,1.1762,5.1615,4.9161,10.3107,45.2455
2018-03-25T00:00:00,0.562,1.1788,5.1727,4.9267,10.333,45.3435
2018-03-26T00:00:00,0.5638,1.1824,5.1886,4.9419,10.3649,45.4834
2018-03-27T00:00:00,0.5631,1.1811,5.1828,4.9364,10.3533,45.4322
2018-03-28T00:00:00,0.5632,1.1813,5.1838,4.9374,10.3554,45.4415
2018-03-29T00:00:00,0.5603,1.1751,5.1566,4.9115,10.301,45.203
2018-03-30T00:00:00,0.5581,1.1706,5.1368,4.8926,10.2615,45.0295
2018-03-31T00:00:00,0.5573,1.1689,5.1292,4.8853,10.2463,44.9627
2018-04-01T00:00:00,0.5566,1.1673,5.1224,4.8789,10.2327,44.9032
2018-04-02T00:00:00,0.5544,1.1628,5.1024,4.8598,10.1927,44.7276
2018-04-03T00:00:00,0.5518,1.1532,4.8641,4.8374,10.1087,42.6383
2018-04-04T00:00:00,0.5506,1.1463,4.6343,4.8266,10.0482,40.6241
2018-04-05T00:00:00,0.5522,1.1454,4.431,4.8409,10.0406,38.8424
2018-04-06T00:00:00,0.5548,1.1464,4.2293,4.8635,10.049,37.0738
2018-04-07T00:00:00,0.556,1.1444,4.0159,4.8736,10.0316,35.2034
2018-04-08T00:00:00,0.5553,1.1387,3.7889,4.8681,9.9818,33.2133
2018-04-09T00:00:00,0.5514,1.1262,3.5404,4.8332,9.8721,31.0348
2018-04-10T00:00:00,0.5525,1.1284,3.5474,4.8428,9.8917,31.0965
2018-04-11T00:00:00,0.5511,1.1257,3.5387,4.831,9.8676,31.0206
2018-04-12T00:00:00,0.5486,1.1206,3.5227,4.8092,9.8229,30.8803
2018-04-13T00:00:00,0.5428,1.1086,3.4851,4.7578,9.718,30.5504
2018-04-14T00:00:00,0.5385,1.0998,3.4575,4.7201,9.641,30.3083
2018-04-15T00:00:00,0.5356,1.094,3.4391,4.695,9.5898,30.1473
2018-04-16T00:00:00,0.5354,1.0936,3.4378,4.6933,9.5862,30.1362
2018-04-17T00:00:00,0.5323,1.0871,3.4177,4.6657,9.5299,29.9592
2018-04-18T00:00:00,0.5285,1.0834,3.5974,4.6325,9.4974,31.5352
2018-04-19T00:00:00,0.5265,1.0835,3.7909,4.6155,9.4981,33.2311
2018-04-20T00:00:00,0.5235,1.0814,3.9725,4.5892,9.4791,34.8226
2018-04-21T00:00:00,0.524,1.0865,4.1886,4.5931,9.5238,36.717
2018-04-22T00:00:00,0.5237,1.0902,4.3997,4.591,9.5563,38.5676
2018-04-23T00:00:00,0.5233,1.0935,4.6073,4.5875,9.5854,40.3878
2018-04-24T00:00:00,0.5218,1.0944,4.8027,4.5743,9.5939,42.1001
2018-04-25T00:00:00,0.5234,1.0977,4.817,4.588,9.6227,42.2261
2018-04-26T00:00:00,0.5269,1.105,4.8491,4.6186,9.6868,42.5074
2018-04-27T00:00:00,0.5288,1.109,4.8667,4.6353,9.7218,42.6612
2018-04-28T00:00:00,0.5256,1.1024,4.8377,4.6077,9.6639,42.4073
2018-04-29T00:00:00,0.5258,1.1027,4.8388,4.6087,9.6661,42.4169
2018-04-30T00:00:00,0.5254,1.102,4.8359,4.606,9.6604,42.3917
2018-05-01T00:00:00,0.5238,1.0985,4.8205,4.5913,9.6296,42.2568
2018-05-02T00:00:00,0.522,1.0947,4.8039,4.5755,9.5964,42.1108
2018-05-03T00:00:00,0.5184,1.0872,4.771,4.5442,9.5308,41.823
2018-05-04T00:00:00,0.5185,1.0875,4.7721,4.5452,9.5329,41.8322
2018-05-05T00:00:00,0.5215,1.0938,4.8,4.5717,9.5886,42.0765
2018-05-06T00:00:00,0.5225,1.0959,4.8092,4.5805,9.6069,42.1571
2018-05-07T00:00:00,0.5271,1.1056,4.8514,4.6208,9.6914,42.5277
2018-05-08T00:00:00,0.534,1.1199,4.9145,4.6808,9.8173,43.0803
2018-05-09T00:00:00,0.5379,1.1282,4.9507,4.7153,9.8896,43.3977
2018-05-10T00:00:00,0.5406,1.1339,4.9758,4.7392,9.9398,43.618
2018-05-11T00:00:00,0.5441,1.1413,5.008,4.7699,10.0042,43.9004
2018-05-12T00:00:00,0.5473,1.1478,5.0369,4.7974,10.0618,44.1531
2018-05-13T00:00:00,0.5502,1.154,5.0641,4.8233,10.1162,44.3917
2018-05-14T00:00:00,0.5474,1.1481,5.038,4.7985,10.0641,44.1634
2018-05-15T00:00:00,0.5455,1.1441,5.0204,4.7817,10.0288,44.0085
2018-05-16T00:00:00,0.5447,1.1425,5.0135,4.7751,10.0152,43.9485
2018-05-17T00:00:00,0.545,1.1431,5.0163,4.7778,10.0208,43.9732
2018-05-18T00:00:00,0.5424,1.1376,4.9918,4.7545,9.9718,43.7584
2018-05-19T00:00:00,0.5376,1.1275,4.9479,4.7127,9.8841,43.3734
2018-05-20T00:00:00,0.5339,1.1198,4.9137,4.6801,9.8158,43.0735
2018-05-21T00:00:00,0.535,1.1221,4.9241,4.69,9.8366,43.1649
2018-05-22T00:00:00,0.5346,1.1224,4.9207,4.6867,9.8392,43.1345
2018-05-23T00:00:00,0.534,1.1222,4.9149,4.6812,9.837,43.0837
2018-05-24T00:00:00,0.5308,1.1164,4.885,4.6527,9.7865,42.8219
2018-05-25T00:00:00,0.53,1.1158,4.8777,4.6457,9.7811,42.7576
2018-05-26T00:00:00,0.5316,1.1203,4.8927,4.6601,9.8206,42.8894
2018-05-27T00:00:00,0.5293,1.1165,4.8716,4.6399,9.7876,42.7041
2018-05-28T00:00:00,0.527,1.1128,4.8504,4.6197,9.7547,42.5183
2018-05-29T00:00:00,0.5253,1.1091,4.8342,4.6044,9.7222,42.3767
2018-05-30T00:00:00,0.5229,1.1041,4.8123,4.5835,9.6782,42.1849
2018-05-31T00:00:00,0.5246,1.1077,4.8281,4.5986,9.71,42.3235
2018-06-01T00:00:00,0.5233,1.1049,4.8159,4.5869,9.6854,42.2164
2018-06-02T00:00:00,0.5207,1.0995,4.7924,4.5645,9.6381,42.0099
2018-06-03T00:00:00,0.5202,1.0985,4.7879,4.5603,9.6292,41.9711
2018-06-04T00:00:00,0.5181,1.0939,4.768,4.5413,9.5891,41.7965
2018-06-05T00:00:00,0.5176,1.0929,4.7638,4.5373,9.5806,41.7596
2018-06-06T00:00:00,0.5176,1.0929,4.7637,4.5372,9.5804,41.7585
2018-06-07T00:00:00,0.5155,1.0884,4.7441,4.5186,9.5411,41.5871
2018-06-08T00:00:00,0.5172,1.0922,4.7605,4.5341,9.5739,41.7303
2018-06-09T00:00:00,0.5195,1.0969,4.781,4.5537,9.6153,41.9106
2018-06-10T00:00:00,0.5209,1.0999,4.7942,4.5663,9.6418,42.0262
2018-06-11T00:00:00,0.5225,1.1033,4.809,4.5804,9.6716,42.1559
2018-06-12T00:00:00,0.5265,1.1117,4.8457,4.6153,9.7453,42.4773
2018-06-13T00:00:00,0.5306,1.1203,4.883,4.6508,9.8203,42.8043
2018-06-14T00:00:00,0.5349,1.1295,4.9231,4.689,9.9009,43.1557
2018-06-15T00:00:00,0.5377,1.1353,4.9486,4.7133,9.9522,43.3792
2018-06-16T00:00:00,0.541,1.1423,4.9791,4.7424,10.0136,43.6468
2018-06-17T00:00:00,0.5457,1.1523,5.0226,4.7838,10.1011,44.0279
2018-06-18T00:00:00,0.5536,1.169,5.0952,4.853,10.2471,44.6646
2018-06-19T00:00:00,0.5572,1.1766,5.1286,4.8847,10.3142,44.9571
2018-06-20T00:00:00,0.5607,1.184,5.1607,4.9154,10.3789,45.2391
2018-06-21T00:00:00,0.5665,1.1962,5.2141,4.9662,10.4863,45.7072
2018-06-22T00:00:00,0.5712,1.206,5.2567,5.0067,10.5718,46.08
2018-06-23T00:00:00,0.5743,1.2127,5.286,5.0347,10.6309,46.3373
2018-06-24T00:00:00,0.5778,1.2199,5.3174,5.0646,10.694,46.6125
2018-06-25T00:00:00,0.5737,1.2115,5.2804,5.0294,10.6196,46.2882
2018-06-26T00:00:00,0.5713,1.2063,5.2578,5.0078,10.5741,46.0897
2018-06-27T00:00:00,0.5743,1.2126,5.2856,5.0343,10.63,46.3335
2018-06-28T00:00:00,0.5715,1.2068,5.2601,5.01,10.5787,46.1098
2018-06-29T00:00:00,0.5695,1.2026,5.2418,4.9926,10.542,45.9499
2018-06-30T00:00:00,0.5706,1.2049,5.2517,5.002,10.5618,46.036
2018-07-01T00:00:00,0.5677,1.1988,5.2251,4.9767,10.5084,45.8033
2018-07-02T00:00:00,0.5713,1.2048,5.2579,5.0079,10.5616,46.0906
2018-07-03T00:00:00,0.5744,1.2099,5.2862,5.0348,10.6058,46.3385
2018-07-04T00:00:00,0.573,1.2056,5.2739,5.0232,10.5685,46.2314
2018-07-05T00:00:00,0.5773,1.2132,5.3136,5.061,10.6353,46.5793
2018-07-06T00:00:00,0.5817,1.2209,5.3535,5.099,10.7026,46.929
2018-07-07T00:00:00,0.5823,1.2208,5.3593,5.1044,10.7012,46.9792
2018-07-08T00:00:00,0.5825,1.2198,5.3613,5.1064,10.6928,46.997
2018-07-09T00:00:00,0.5849,1.2248,5.3831,5.1271,10.7362,47.1878
2018-07-10T00:00:00,0.5855,1.2261,5.3891,5.1329,10.7483,47.2408
2018-07-11T00:00:00,0.5849,1.2248,5.3832,5.1273,10.7366,47.1893
2018-07-12T00:00:00,0.5847,1.2244,5.3814,5.1255,10.7329,47.1732
2018-07-13T00:00:00,0.5846,1.2201,5.1461,5.125,10.6951,45.111
2018-07-14T00:00:00,0.5848,1.2162,4.9124,5.1265,10.6616,43.0623
2018-07-15T00:00:00,0.5893,1.2215,4.7163,5.166,10.7072,41.3427
2018-07-16T00:00:00,0.5871,1.2128,4.4655,5.1469,10.6311,39.1447
2018-07-17T00:00:00,0.5875,1.2095,4.2365,5.1504,10.6021,37.1373
2018-07-18T00:00:00,0.588,1.2064,4.0119,5.1547,10.5754,35.1682
2018-07-19T00:00:00,0.585,1.196,3.7565,5.1284,10.4846,32.9297
2018-07-20T00:00:00,0.583,1.1919,3.7433,5.1104,10.4478,32.8142
2018-07-21T00:00:00,0.5782,1.1821,3.7128,5.0686,10.3624,32.546
2018-07-22T00:00:00,0.575,1.1756,3.6922,5.0405,10.305,32.3656
2018-07-23T00:00:00,0.5769,1.1794,3.7041,5.0568,10.3383,32.4704
2018-07-24T00:00:00,0.5752,1.1759,3.6932,5.0419,10.3079,32.3749
2018-07-25T00:00:00,0.5771,1.1799,3.7059,5.0592,10.3432,32.4857
2018-07-26T00:00:00,0.5802,1.1863,3.7258,5.0864,10.3987,32.66
2018-07-27T00:00:00,0.5831,1.1962,3.9807,5.1111,10.4863,34.8951
2018-07-28T00:00:00,0.5906,1.216,4.2723,5.1773,10.6596,37.4511
2018-07-29T00:00:00,0.5963,1.232,4.5536,5.2273,10.8001,39.9167
2018-07-30T00:00:00,0.5989,1.2374,4.5704,5.2503,10.8471,40.0642
2018-07-31T00:00:00,0.603,1.2456,4.5962,5.2855,10.919,40.2902
2018-08-01T00:00:00,0.6034,1.2464,4.5988,5.289,10.9262,40.3128
2018-08-02T00:00:00,0.604,1.2478,4.6029,5.2947,10.9378,40.349
2018-08-03T00:00:00,0.6035,1.2425,4.3627,5.2901,10.8914,38.2434
2018-08-04T00:00:00,0.6041,1.2394,4.1237,5.2957,10.865,36.1488
2018-08-05T00:00:00,0.6032,1.2333,3.8734,5.2879,10.8108,33.9545
2018-08-06T00:00:00,0.6034,1.2336,3.8746,5.2895,10.814,33.9645
2018-08-07T00:00:00,0.6036,1.2341,3.8761,5.2915,10.8182,33.9775
2018-08-08T00:00:00,0.6069,1.2408,3.897,5.3201,10.8767,34.1612
2018-08-09T00:00:00,0.6093,1.2456,3.9122,5.3409,10.9191,34.2946
2018-08-10T00:00:00,0.612,1.2512,3.9296,5.3646,10.9676,34.4469
2018-08-11T00:00:00,0.6109,1.2489,3.9226,5.355,10.948,34.3853
2018-08-12T00:00:00,0.6076,1.2423,3.9017,5.3266,10.8898,34.2024
2018-08-13T00:00:00,0.6046,1.236,3.8822,5.2999,10.8352,34.0309
2018-08-14T00:00:00,0.6052,1.2351,3.8861,5.3052,10.8266,34.0655
2018-08-15T00:00:00,0.6032,1.2288,3.8735,5.2881,10.7721,33.9554
2018-08-16T00:00:00,0.5993,1.2186,3.8481,5.2533,10.6821,33.7323
2018-08-17T00:00:00,0.5956,1.2055,3.8125,5.2214,10.5672,33.4203
2018-08-18T00:00:00,0.592,1.1888,3.582,5.1894,10.4214,31.3997
2018-08-19T00:00:00,0.5928,1.1812,3.3769,5.1965,10.3545,29.602
2018-08-20T00:00:00,0.5935,1.1733,3.1697,5.203,10.2854,27.7852
2018-08-21T00:00:00,0.593,1.1649,2.9516,5.1978,10.2115,25.8738
2018-08-22T00:00:00,0.5944,1.1605,2.7434,5.2106,10.1727,24.0485
2018-08-23T00:00:00,0.5935,1.1517,2.5311,5.2029,10.0958,22.188
2018-08-24T00:00:00,0.5938,1.1486,2.3363,5.205,10.0688,20.4798
2018-08-25T00:00:00,0.5958,1.1526,2.3443,5.223,10.1036,20.5505
2018-08-26T00:00:00,0.5985,1.1579,2.3551,5.2469,10.1498,20.6445
2018-08-27T00:00:00,0.5987,1.1581,2.3556,5.2482,10.1522,20.6495
2018-08-28T00:00:00,0.5972,1.1552,2.3496,5.2348,10.1264,20.597
2018-08-29T00:00:00,0.5934,1.1478,2.3347,5.2014,10.0618,20.4656
2018-08-30T00:00:00,0.5937,1.1485,2.336,5.2045,10.0677,20.4776
2018-08-31T00:00:00,0.5947,1.1503,2.3398,5.2128,10.0838,20.5103
2018-09-01T00:00:00,0.5922,1.1456,2.3302,5.1915,10.0426,20.4265
2018-09-02T00:00:00,0.556,1.1296,2.3169,4.8743,9.9024,20.3098
2018-09-03T00:00:00,0.5209,1.1147,2.3053,4.566,9.7712,20.2084
2018-09-04T00:00:00,0.487,1.1028,2.3003,4.2692,9.6673,20.1644
2018-09-05T00:00:00,0.4546,1.0942,2.3021,3.9849,9.592,20.1803
2018-09-06T00:00:00,0.4227,1.0869,2.3066,3.7051,9.5278,20.2194
2018-09-07T00:00:00,0.3882,1.0735,2.2983,3.4031,9.4103,20.1465
2018-09-08T00:00:00,0.3556,1.0633,2.2965,3.1168,9.3212,20.1307
2018-09-09T00:00:00,0.3519,1.0523,2.2726,3.0844,9.2245,19.9219
2018-09-10T00:00:00,0.3501,1.047,2.2612,3.0689,9.1782,19.8219
2018-09-11T00:00:00,0.3474,1.0389,2.2436,3.0451,9.1068,19.6677
2018-09-12T00:00:00,0.3435,1.0274,2.2189,3.0115,9.0065,19.4511
2018-09-13T00:00:00,0.3379,1.0106,2.1825,2.962,8.8585,19.1315
2018-09-14T00:00:00,0.3353,1.0012,2.1655,2.939,8.7768,18.9826
2018-09-15T00:00:00,0.3328,0.9923,2.1492,2.9169,8.6982,18.8402
2018-09-16T00:00:00,0.3332,0.9922,2.1523,2.9212,8.698,18.8675
2018-09-17T00:00:00,0.3326,0.9889,2.1482,2.9156,8.6686,18.8315
2018-09-18T00:00:00,0.3321,0.9859,2.1448,2.911,8.6421,18.8017
2018-09-19T00:00:00,0.3333,0.988,2.1525,2.9214,8.6604,18.8692
2018-09-20T00:00:00,0.3353,0.9924,2.1653,2.9388,8.6996,18.9814
2018-09-21T00:00:00,0.3349,0.992,2.1632,2.9359,8.6962,18.9628
2018-09-22T00:00:00,0.3368,0.9982,2.1754,2.9525,8.7506,19.0699
2018-09-23T00:00:00,0.3384,1.0035,2.1855,2.9661,8.7963,19.1579
2018-09-24T00:00:00,0.3402,1.0096,2.1976,2.9826,8.8504,19.2641
2018-09-25T00:00:00,0.342,1.0156,2.2092,2.9983,8.9024,19.3659
2018-09-26T00:00:00,0.3437,1.021,2.2198,3.0127,8.9502,19.4585
2018-09-27T00:00:00,0.3458,1.0278,2.2332,3.031,9.0098,19.5766
2018-09-28T00:00:00,0.3485,1.0342,2.251,3.055,9.0656,19.732
2018-09-29T00:00:00,0.3488,1.0333,2.2529,3.0577,9.058,19.7493
2018-09-30T00:00:00,0.3493,1.0329,2.256,3.0618,9.0546,19.7758
2018-10-01T00:00:00,0.3491,1.0305,2.2546,3.0599,9.0335,19.7634
2018-10-02T00:00:00,0.3494,1.0299,2.257,3.0632,9.0277,19.7846
2018-10-03T00:00:00,0.3483,1.0246,2.2494,3.0529,8.9818,19.718
2018-10-04T00:00:00,0.3485,1.0236,2.2511,3.0552,8.9731,19.7333
2018-10-05T00:00:00,0.3484,1.0233,2.2504,3.0542,8.9701,19.7267
2018-10-06T00:00:00,0.3493,1.0258,2.2558,3.0616,8.9918,19.7744
2018-10-07T00:00:00,0.3505,1.0295,2.2639,3.0726,9.0242,19.8457
2018-10-08T00:00:00,0.3523,1.0347,2.2755,3.0883,9.0702,19.9468
2018-10-09T00:00:00,0.3533,1.0375,2.2816,3.0967,9.0948,20.0009
2018-10-10T00:00:00,0.3551,1.0428,2.2934,3.1126,9.1415,20.1037
2018-10-11T00:00:00,0.3544,1.0409,2.289,3.1067,9.1242,20.0655
2018-10-12T00:00:00,0.3544,1.0408,2.2888,3.1063,9.1233,20.0635
2018-10-13T00:00:00,0.3531,1.037,2.2806,3.0952,9.0905,19.9915
2018-10-14T00:00:00,0.3518,1.0331,2.272,3.0835,9.0562,19.9161
2018-10-15T00:00:00,0.3496,1.0267,2.2579,3.0645,9.0003,19.7931
2018-10-16T00:00:00,0.348,1.0221,2.2477,3.0506,8.9597,19.7037
2018-10-17T00:00:00,0.3461,1.0164,2.2353,3.0337,8.91,19.5946
2018-10-18T00:00:00,0.3463,1.0181,2.237,3.0361,8.9245,19.6097
2018-10-19T00:00:00,0.3451,1.0154,2.2292,3.0255,8.9009,19.5414
2018-10-20T00:00:00,0.3444,1.0141,2.2245,3.0191,8.8895,19.5
2018-10-21T00:00:00,0.3425,1.0094,2.2124,3.0026,8.8484,19.3936
2018-10-22T00:00:00,0.3408,1.005,2.2009,2.9871,8.81,19.2933
2018-10-23T00:00:00,0.3396,1.0023,2.1932,2.9766,8.7866,19.2257
2018-10-24T00:00:00,0.3389,1.0011,2.1887,2.9705,8.7759,19.186
2018-10-25T00:00:00,0.3369,0.9954,2.1763,2.9536,8.7261,19.0771
2018-10-26T00:00:00,0.3351,0.9901,2.1645,2.9377,8.6789,18.974
2018-10-27T00:00:00,0.3342,0.9873,2.1585,2.9296,8.655,18.9217
2018-10-28T00:00:00,0.3338,0.9862,2.156,2.9262,8.6449,18.8998
2018-10-29T00:00:00,0.3332,0.9844,2.1521,2.9208,8.6291,18.8651
2018-10-30T00:00:00,0.3322,0.9815,2.1457,2.9122,8.6036,18.8094
2018-10-31T00:00:00,0.3319,0.9805,2.1435,2.9092,8.5947,18.79
2018-11-01T00:00:00,0.3306,0.9766,2.1351,2.8977,8.5608,18.7159
2018-11-02T00:00:00,0.3292,0.974,2.1265,2.8861,8.538,18.6411
2018-11-03T00:00:00,0.3274,0.9699,2.1148,2.8702,8.5025,18.5384
2018-11-04T00:00:00,0.3262,0.9678,2.1072,2.8599,8.4836,18.4716
2018-11-05T00:00:00,0.325,0.9655,2.0994,2.8493,8.4637,18.4034
2018-11-06T00:00:00,0.3239,0.9635,2.0921,2.8394,8.4458,18.3392
2018-11-07T00:00:00,0.3222,0.9597,2.081,2.8243,8.4128,18.2419
2018-11-08T00:00:00,0.3222,0.961,2.0808,2.8241,8.4238,18.2404
2018-11-09T00:00:00,0.3223,0.9614,2.0818,2.8254,8.4278,18.2491
2018-11-10T00:00:00,0.3223,0.9612,2.0814,2.8249,8.4262,18.2457
2018-11-11T00:00:00,0.3231,0.9637,2.0868,2.8322,8.4481,18.2932
2018-11-12T00:00:00,0.3241,0.9667,2.0933,2.8411,8.4744,18.3501
2018-11-13T00:00:00,0.3246,0.9683,2.0967,2.8457,8.4881,18.3797
2018-11-14T00:00:00,0.325,0.9671,2.099,2.8488,8.4779,18.3999
2018-11-15T00:00:00,0.3252,0.9656,2.1005,2.8507,8.4642,18.4126
2018-11-16T00:00:00,0.3272,0.9693,2.1134,2.8683,8.4966,18.5261
2018-11-17T00:00:00,0.3274,0.9677,2.1148,2.8702,8.4829,18.5383
2018-11-18T00:00:00,0.3263,0.9622,2.1076,2.8604,8.4344,18.4751
2018-11-19T00:00:00,0.3248,0.9556,2.098,2.8475,8.377,18.3915
2018-11-20T00:00:00,0.3227,0.9453,2.0331,2.8287,8.2868,17.8225
2018-11-21T00:00:00,0.319,0.9328,1.9597,2.7963,8.1766,17.1788
2018-11-22T00:00:00,0.3141,0.9167,1.8797,2.7534,8.0358,16.4772
2018-11-23T00:00:00,0.3086,0.8989,1.7953,2.7055,7.88,15.7379
2018-11-24T00:00:00,0.3048,0.8858,1.7214,2.6715,7.7652,15.09
2018-11-25T00:00:00,0.3003,0.8698,1.6283,2.6328,7.6246,14.2735
2018-11-26T00:00:00,0.2963,0.8549,1.5386,2.5972,7.4937,13.4877
2018-11-27T00:00:00,0.2899,0.834,1.4828,2.5413,7.3109,12.9985
2018-11-28T00:00:00,0.2833,0.8125,1.4265,2.483,7.122,12.5045
2018-11-29T00:00:00,0.2785,0.7963,1.3796,2.4412,6.9803,12.0935
2018-11-30T00:00:00,0.2729,0.7766,1.3277,2.3918,6.8076,11.6387
2018-12-01T00:00:00,0.2687,0.7575,1.2782,2.3554,6.6399,11.205
2018-12-02T00:00:00,0.2638,0.7366,1.2382,2.3124,6.4567,10.8537
2018-12-03T00:00:00,0.2594,0.7172,1.2008,2.2741,6.2872,10.5261
2018-12-04T00:00:00,0.259,0.7101,1.1895,2.27,6.2245,10.4269
2018-12-05T00:00:00,0.2589,0.703,1.1789,2.2694,6.1629,10.3344
2018-12-06T00:00:00,0.2589,0.6947,1.1651,2.2691,6.0897,10.213
2018-12-07T00:00:00,0.2574,0.6839,1.146,2.2567,5.9949,10.0456
2018-12-08T00:00:00,0.2542,0.6703,1.1218,2.2279,5.8762,9.834
2018-12-09T00:00:00,0.2523,0.6618,1.108,2.2115,5.8014,9.7126
2018-12-10T00:00:00,0.2522,0.6566,1.0963,2.2107,5.7557,9.6103
2018-12-11T00:00:00,0.2501,0.6462,1.0761,2.1924,5.6645,9.4329
2018-12-12T00:00:00,0.2483,0.6367,1.0581,2.1769,5.5816,9.2752
2018-12-13T00:00:00,0.2451,0.621,1.0335,2.149,5.4434,9.0598
2018-12-14T00:00:00,0.2432,0.6072,1.0125,2.1321,5.3229,8.8753
2018-12-15T00:00:00,0.2424,0.5944,0.9894,2.1252,5.2107,8.6727
2018-12-16T00:00:00,0.2411,0.5804,0.9642,2.1136,5.0875,8.4519
2018-12-17T00:00:00,0.2377,0.5623,0.9357,2.0834,4.9294,8.2027
2018-12-18T00:00:00,0.235,0.5465,0.9109,2.0603,4.7904,7.9846
2018-12-19T00:00:00,0.2337,0.535,0.892,2.0484,4.6895,7.8189
2018-12-20T00:00:00,0.2327,0.5283,0.8783,2.0397,4.6308,7.6991
2018-12-21T00:00:00,0.2324,0.5275,0.8771,2.0369,4.6245,7.6883
2018-12-22T00:00:00,0.232,0.5324,0.8859,2.0335,4.6669,7.7656
2018-12-23T00:00:00,0.2322,0.5422,0.9001,2.0351,4.7531,7.8905
2018-12-24T00:00:00,0.2345,0.5586,0.9241,2.0558,4.8969,8.1005
2018-12-25T00:00:00,0.2386,0.5818,0.9619,2.092,5.1004,8.432
2018-12-26T00:00:00,0.2433,0.608,1.0057,2.1331,5.3293,8.8162
2018-12-27T00:00:00,0.2473,0.6333,1.0478,2.1682,5.5515,9.185
2018-12-28T00:00:00,0.2505,0.6547,1.0826,2.1961,5.7395,9.4901
2018-12-29T00:00:00,0.2533,0.6768,1.1183,2.2203,5.933,9.8028
2018-12-30T00:00:00,0.2562,0.6969,1.1587,2.2461,6.1092,10.1572
2018-12-31T00:00:00,0.2579,0.7128,1.1934,2.261,6.2484,10.4612
2019-01-01T00:00:00,0.2565,0.7176,1.2068,2.2483,6.2902,10.5791
2019-01-02T00:00:00,0.2548,0.7206,1.2163,2.2334,6.3171,10.6624
2019-01-03T00:00:00,0.2541,0.7253,1.2291,2.2275,6.3582,10.7739
2019-01-04T00:00:00,0.2539,0.7312,1.254,2.2255,6.4098,10.9927
2019-01-05T00:00:00,0.2546,0.7356,1.279,2.2319,6.4479,11.212
2019-01-06T00:00:00,0.2556,0.7396,1.2986,2.2404,6.483,11.3833
2019-01-07T00:00:00,0.2564,0.7431,1.3175,2.2476,6.5144,11.5488
2019-01-08T00:00:00,0.2583,0.7507,1.3414,2.2643,6.5808,11.7586
2019-01-09T00:00:00,0.2603,0.7585,1.3659,2.2816,6.6492,11.9737
2019-01-10T00:00:00,0.2614,0.7637,1.3859,2.2911,6.695,12.1485
2019-01-11T00:00:00,0.2629,0.769,1.3938,2.3042,6.7409,12.2177
2019-01-12T00:00:00,0.2622,0.7667,1.3758,2.298,6.7208,12.0602
2019-01-13T00:00:00,0.2613,0.7638,1.3566,2.2901,6.6955,11.8919
2019-01-14T00:00:00,0.2604,0.7611,1.3376,2.2828,6.6719,11.7258
