Date and Time,"power MIN, kW","power GUESS, kW","power MAX, kW","annualised consumption MIN, GWh","annualised consumption GUESS, GWh","annualised consumption MAX, GWh"
2024-02-28T00:00:00,219.2516,676.8835,1617.2523,1.922,5.9336,14.1768
2024-02-29T00:00:00,219.2454,676.8905,1617.2787,1.9219,5.9336,14.1771
2024-03-01T00:00:00,218.1694,673.5559,1609.3082,1.9125,5.9044,14.1072
2024-03-02T00:00:00,217.7314,672.1909,1606.0638,1.9086,5.8924,14.0788
2024-03-03T00:00:00,217.3948,671.1361,1603.5566,1.9057,5.8832,14.0568
2024-03-04T00:00:00,217.1938,670.5014,1602.0326,1.9039,5.8776,14.0434
2024-03-05T00:00:00,218.3288,673.9992,1610.4064,1.9139,5.9083,14.1168
2024-03-06T00:00:00,219.2043,676.6879,1616.856,1.9215,5.9318,14.1734
2024-03-07T00:00:00,218.7616,675.2879,1613.4932,1.9177,5.9196,14.1439
2024-03-08T00:00:00,219.7068,678.1808,1620.4139,1.9259,5.9449,14.2045
2024-03-09T00:00:00,220.5443,680.741,1626.5082,1.9333,5.9674,14.258
2024-03-10T00:00:00,221.9979,685.2092,1637.1923,1.946,6.0065,14.3516
2024-03-11T00:00:00,222.7039,687.3721,1642.3457,1.9522,6.0255,14.3968
2024-03-12T00:00:00,223.8723,690.9886,1651.0037,1.9625,6.0572,14.4727
2024-03-13T00:00:00,222.2717,686.0381,1639.1237,1.9484,6.0138,14.3686
2024-03-14T00:00:00,217.9702,672.7982,1607.3779,1.9107,5.8977,14.0903
2024-03-15T00:00:00,214.3349,661.5976,1580.5158,1.8789,5.7996,13.8548
2024-03-16T00:00:00,210.5653,649.9692,1552.6622,1.8458,5.6976,13.6106
2024-03-17T00:00:00,206.0674,636.0939,1519.4118,1.8064,5.576,13.3192
2024-03-18T00:00:00,201.4702,621.9001,1485.3946,1.7661,5.4516,13.021
2024-03-19T00:00:00,196.9979,608.0859,1452.2838,1.7269,5.3305,12.7307
2024-03-20T00:00:00,195.9613,604.9052,1444.6571,1.7178,5.3026,12.6639
2024-03-21T00:00:00,198.5478,612.87,1463.7488,1.7405,5.3724,12.8312
2024-03-22T00:00:00,199.6945,616.4313,1472.2834,1.7505,5.4036,12.906
2024-03-23T00:00:00,200.7524,619.7212,1480.1494,1.7598,5.4325,12.975
2024-03-24T00:00:00,202.0001,623.5866,1489.4017,1.7707,5.4664,13.0561
2024-03-25T00:00:00,203.1123,627.0319,1497.6591,1.7805,5.4966,13.1285
2024-03-26T00:00:00,203.8463,629.3105,1503.1234,1.7869,5.5165,13.1764
2024-03-27T00:00:00,204.1325,630.2026,1505.2651,1.7894,5.5244,13.1952
2024-03-28T00:00:00,204.4018,631.0384,1507.2798,1.7918,5.5317,13.2128
2024-03-29T00:00:00,204.5366,631.4544,1508.2861,1.793,5.5353,13.2216
2024-03-30T00:00:00,204.5618,631.5143,1508.4499,1.7932,5.5359,13.2231
2024-03-31T00:00:00,204.6031,631.6285,1508.7377,1.7936,5.5369,13.2256
2024-04-01T00:00:00,204.4751,631.2221,1507.777,1.7924,5.5333,13.2172
2024-04-02T00:00:00,203.9792,629.6914,1504.0945,1.7881,5.5199,13.1849
2024-04-03T00:00:00,203.5708,628.4086,1501.0135,1.7845,5.5086,13.1579
2024-04-04T00:00:00,202.5247,625.1677,1493.235,1.7753,5.4802,13.0897
2024-04-05T00:00:00,201.7262,622.6894,1487.2809,1.7683,5.4585,13.0375
2024-04-06T00:00:00,201.3565,621.5617,1484.5652,1.7651,5.4486,13.0137
2024-04-07T00:00:00,200.8163,619.8967,1480.5652,1.7604,5.434,12.9786
2024-04-08T00:00:00,199.7208,616.5052,1472.4386,1.7508,5.4043,12.9074
2024-04-09T00:00:00,198.7302,613.42,1465.0701,1.7421,5.3772,12.8428
2024-04-10T00:00:00,197.8154,610.5815,1458.2933,1.7341,5.3524,12.7834
2024-04-11T00:00:00,197.7385,610.3426,1457.7374,1.7334,5.3503,12.7785
